SaleID,Date,ProductID,StoreID,CustomerID,Quantity,UnitPrice,Discount
557,2022-03-24,70,3,47,4,110.3,0.06
558,2023-04-02,12,10,772,3,110.3,0.06
559,2022-01-01,16,42,740,2,110.3,0.06
560,2022-02-20,81,14,959,2,110.3,0.06
561,2023-11-16,87,12,692,1,110.3,0.06
562,2023-12-18,14,47,522,4,110.3,0.06
563,2023-03-25,61,42,284,3,110.3,0.06
564,2024-05-30,71,30,377,2,110.3,0.06
565,2023-05-03,46,32,638,1,110.3,0.06
566,2022-02-03,32,32,134,3,110.3,0.06
567,2022-04-05,15,42,667,3,110.3,0.06
568,2024-12-31,44,32,248,4,110.3,0.06
569,2022-06-03,17,26,652,2,110.3,0.06
570,2022-09-07,41,1,318,3,110.3,0.06
571,2023-11-05,54,42,436,1,110.3,0.06
572,2023-03-14,44,2,176,1,110.3,0.06
573,2022-04-28,98,17,835,3,110.3,0.06
574,2024-02-10,5,30,686,1,110.3,0.06
575,2022-09-25,27,39,993,3,110.3,0.06
576,2024-12-13,87,7,586,1,110.3,0.06
577,2022-08-24,78,27,351,3,110.3,0.06
578,2023-01-24,79,9,143,3,110.3,0.06
579,2024-09-16,43,22,967,3,110.3,0.06
580,2024-02-02,97,34,804,1,110.3,0.06
581,2023-02-05,31,46,398,3,110.3,0.06
582,2023-09-16,99,49,624,4,110.3,0.06
583,2024-02-06,17,1,718,3,110.3,0.06
584,2024-07-07,92,9,643,2,110.3,0.06
585,2024-05-02,83,20,369,2,110.3,0.06
586,2023-08-01,54,19,501,4,110.3,0.06
587,2022-03-16,62,36,622,3,110.3,0.06
588,2023-03-11,87,40,370,2,110.3,0.06
589,2022-04-13,32,45,579,3,110.3,0.06
590,2024-02-03,40,4,382,2,110.3,0.06
591,2024-01-08,13,9,86,1,110.3,0.06
592,2024-03-16,84,41,787,1,110.3,0.06
593,2022-04-08,35,22,739,4,110.3,0.06
594,2024-03-08,5,18,460,4,110.3,0.06
595,2024-05-08,73,12,950,3,110.3,0.06
596,2023-03-11,29,42,325,4,110.3,0.06
597,2023-03-23,70,43,522,3,110.3,0.06
598,2022-09-06,25,39,489,1,110.3,0.06
599,2022-06-15,95,9,929,1,110.3,0.06
600,2024-09-10,22,6,397,2,110.3,0.06
601,2024-10-16,66,19,896,3,110.3,0.06
602,2023-06-26,45,48,355,1,110.3,0.06
603,2024-01-29,69,47,947,1,110.3,0.06
604,2022-03-22,91,7,288,3,110.3,0.06
605,2022-05-13,89,16,459,2,110.3,0.06
606,2024-03-07,72,5,624,2,110.3,0.06
607,2024-06-18,1,16,998,2,110.3,0.06
608,2022-05-18,84,1,536,2,110.3,0.06
609,2022-07-03,44,37,291,1,110.3,0.06
610,2024-02-24,87,39,851,3,110.3,0.06
611,2024-09-10,96,19,838,3,110.3,0.06
612,2022-03-10,75,37,168,1,110.3,0.06
613,2023-06-30,39,17,950,1,110.3,0.06
614,2022-02-22,54,26,621,1,110.3,0.06
615,2022-07-24,88,22,428,4,110.3,0.06
616,2022-05-06,75,8,702,3,110.3,0.06
617,2022-02-12,29,33,490,3,110.3,0.06
618,2022-04-21,54,2,355,3,110.3,0.06
619,2024-01-31,90,30,196,2,110.3,0.06
620,2024-04-27,16,47,545,1,110.3,0.06
621,2022-04-05,99,20,717,1,110.3,0.06
622,2024-06-18,20,18,824,1,110.3,0.06
623,2022-12-26,46,43,932,4,110.3,0.06
624,2024-06-18,67,10,694,3,110.3,0.06
625,2022-10-08,65,24,659,1,110.3,0.06
626,2023-10-29,58,4,939,4,110.3,0.06
627,2022-04-03,53,37,780,1,110.3,0.06
628,2023-11-03,1,4,11,2,110.3,0.06
629,2022-03-02,81,13,582,3,110.3,0.06
630,2023-09-26,66,25,256,4,110.3,0.06
631,2024-12-10,29,13,396,1,110.3,0.06
632,2024-10-25,84,18,731,3,110.3,0.06
633,2023-08-27,70,24,809,4,110.3,0.06
634,2023-11-13,8,2,409,3,110.3,0.06
635,2023-06-18,29,48,362,3,110.3,0.06
636,2024-04-17,51,33,259,2,110.3,0.06
637,2023-10-07,33,19,3,3,110.3,0.06
638,2022-08-21,3,9,84,4,110.3,0.06
639,2023-06-08,60,28,156,3,110.3,0.06
640,2022-12-12,35,35,663,4,110.3,0.06
641,2024-12-05,69,39,176,3,110.3,0.06
642,2023-06-30,91,10,707,1,110.3,0.06
643,2024-03-04,76,1,938,2,110.3,0.06
644,2022-09-06,84,42,472,1,110.3,0.06
645,2022-02-16,20,21,619,2,110.3,0.06
646,2022-08-02,73,9,424,4,110.3,0.06
647,2022-08-27,39,47,134,2,110.3,0.06
648,2024-12-15,4,15,788,3,110.3,0.06
649,2022-12-16,19,35,907,3,110.3,0.06
650,2022-04-17,91,5,864,1,110.3,0.06
651,2024-04-10,45,41,380,2,110.3,0.06
652,2022-02-17,43,22,667,4,110.3,0.06
653,2022-12-03,13,41,277,4,110.3,0.06
654,2024-11-15,13,23,236,3,110.3,0.06
655,2024-03-14,60,7,752,4,110.3,0.06
656,2022-01-08,57,23,882,3,110.3,0.06
657,2023-09-17,86,44,13,3,110.3,0.06
658,2023-12-20,92,25,342,3,110.3,0.06
659,2022-10-30,52,27,35,1,110.3,0.06
660,2023-10-01,53,41,559,1,110.3,0.06
661,2022-02-25,86,6,214,3,110.3,0.06
662,2023-12-27,43,34,412,3,110.3,0.06
663,2023-06-10,83,9,405,3,110.3,0.06
664,2023-04-19,72,49,494,4,110.3,0.06
665,2022-01-28,72,33,658,3,110.3,0.06
666,2022-03-19,42,6,159,3,110.3,0.06
667,2022-12-31,90,37,956,2,110.3,0.06
668,2023-10-28,26,31,637,2,110.3,0.06
669,2023-06-10,23,34,110,2,110.3,0.06
670,2023-11-30,43,41,549,2,110.3,0.06
671,2024-06-01,77,29,789,3,110.3,0.06
672,2024-10-27,28,14,526,2,110.3,0.06
673,2024-10-23,9,36,985,4,110.3,0.06
674,2024-07-07,20,36,347,4,110.3,0.06
675,2024-01-20,56,15,744,2,110.3,0.06
676,2022-12-29,83,8,828,1,110.3,0.06
677,2024-03-16,39,26,636,4,110.3,0.06
678,2024-01-09,51,36,279,4,110.3,0.06
679,2024-11-04,12,48,479,2,110.3,0.06
680,2023-04-30,79,21,111,2,110.3,0.06
681,2022-01-28,95,28,636,3,110.3,0.06
682,2023-12-15,55,4,925,4,110.3,0.06
683,2024-11-28,78,16,431,2,110.3,0.06
684,2022-03-27,11,22,542,2,110.3,0.06
685,2022-05-06,26,12,115,3,110.3,0.06
686,2024-03-22,42,16,90,4,110.3,0.06
687,2023-06-21,27,40,212,2,110.3,0.06
688,2022-05-25,11,38,550,3,110.3,0.06
689,2022-01-25,38,42,595,2,110.3,0.06
690,2022-03-08,98,37,539,1,110.3,0.06
691,2022-08-21,43,29,729,1,110.3,0.06
692,2022-04-19,19,18,360,2,110.3,0.06
693,2022-04-21,64,10,486,4,110.3,0.06
694,2022-08-16,6,42,372,1,110.3,0.06
695,2022-04-21,46,39,215,3,110.3,0.06
696,2022-02-03,42,18,733,2,110.3,0.06
697,2023-09-15,92,1,15,3,110.3,0.06
698,2024-01-18,65,39,955,1,110.3,0.06
699,2023-08-18,99,21,259,4,110.3,0.06
700,2023-03-01,72,1,778,3,110.3,0.06
701,2023-09-05,59,15,463,1,110.3,0.06
702,2023-11-23,52,4,120,1,110.3,0.06
703,2022-11-11,47,20,976,1,110.3,0.06
704,2024-05-26,7,10,913,3,110.3,0.06
705,2023-10-24,11,23,128,1,110.3,0.06
706,2022-10-04,61,41,723,2,110.3,0.06
707,2023-09-16,68,34,523,1,110.3,0.06
708,2023-05-31,25,46,688,2,110.3,0.06
709,2024-04-22,12,48,645,4,110.3,0.06
710,2022-12-16,26,33,325,2,110.3,0.06
711,2024-04-02,12,34,320,4,110.3,0.06
712,2024-01-29,43,39,506,4,110.3,0.06
713,2024-06-17,51,10,526,2,110.3,0.06
714,2022-08-31,37,20,50,4,110.3,0.06
715,2023-06-27,46,1,922,2,110.3,0.06
716,2024-11-29,53,13,584,3,110.3,0.06
717,2022-08-17,88,1,69,4,110.3,0.06
718,2023-07-02,80,5,391,2,110.3,0.06
719,2024-07-08,13,16,383,4,110.3,0.06
720,2022-01-06,89,15,16,1,110.3,0.06
721,2023-04-13,54,49,439,2,110.3,0.06
722,2022-03-16,57,28,846,1,110.3,0.06
723,2022-01-04,4,31,869,4,110.3,0.06
724,2023-10-08,75,23,568,4,110.3,0.06
725,2022-04-28,96,48,617,3,110.3,0.06
726,2024-05-30,49,45,132,2,110.3,0.06
727,2023-05-19,7,43,996,1,110.3,0.06
728,2024-08-04,11,17,560,3,110.3,0.06
729,2023-07-28,92,49,248,4,110.3,0.06
730,2022-07-13,54,34,273,4,110.3,0.06
731,2024-04-26,87,13,623,3,110.3,0.06
732,2023-12-16,45,14,932,1,110.3,0.06
733,2024-11-15,23,11,838,4,110.3,0.06
734,2022-06-22,28,28,848,4,110.3,0.06
735,2022-11-22,57,42,349,2,110.3,0.06
736,2024-04-15,26,32,484,3,110.3,0.06
737,2023-12-25,25,35,550,4,110.3,0.06
738,2022-08-13,54,31,357,1,110.3,0.06
739,2023-06-16,29,17,752,2,110.3,0.06
740,2022-04-23,83,47,318,3,110.3,0.06
741,2022-05-20,97,9,633,1,110.3,0.06
742,2023-07-13,36,10,48,4,110.3,0.06
743,2022-01-01,14,8,10,3,110.3,0.06
744,2022-03-31,78,21,233,3,110.3,0.06
745,2023-10-16,35,13,36,1,110.3,0.06
746,2022-11-16,30,50,413,3,110.3,0.06
747,2022-05-19,92,5,462,1,110.3,0.06
748,2024-04-24,17,6,4,4,110.3,0.06
749,2022-09-16,67,30,44,2,110.3,0.06
750,2024-06-20,80,31,568,1,110.3,0.06
751,2023-11-21,30,17,554,2,110.3,0.06
752,2022-01-10,93,11,255,3,110.3,0.06
753,2022-09-18,45,20,740,1,110.3,0.06
754,2022-06-21,79,48,114,4,110.3,0.06
755,2024-06-16,89,9,749,1,110.3,0.06
756,2022-01-13,51,2,397,1,110.3,0.06
757,2022-11-17,47,37,174,1,110.3,0.06
758,2022-11-25,53,1,255,2,110.3,0.06
759,2024-02-24,64,4,466,2,110.3,0.06
760,2024-02-16,38,36,929,3,110.3,0.06
761,2024-06-29,64,25,277,3,110.3,0.06
762,2022-11-14,87,3,464,3,110.3,0.06
763,2022-08-24,89,9,847,3,110.3,0.06
764,2022-11-30,7,22,502,1,110.3,0.06
765,2023-01-11,22,23,441,2,110.3,0.06
766,2023-08-11,81,12,69,2,110.3,0.06
767,2023-05-28,82,10,509,2,110.3,0.06
768,2024-07-06,41,34,326,2,110.3,0.06
769,2024-05-22,74,43,742,3,110.3,0.06
770,2022-09-27,10,10,67,1,110.3,0.06
771,2024-03-08,57,30,304,2,110.3,0.06
772,2023-12-26,7,22,972,4,110.3,0.06
773,2022-01-05,50,6,484,1,110.3,0.06
774,2024-04-30,91,50,929,4,110.3,0.06
775,2022-03-19,52,2,548,1,110.3,0.06
776,2023-07-28,33,30,417,1,110.3,0.06
777,2022-05-12,1,2,159,1,110.3,0.06
778,2023-08-24,53,32,149,4,110.3,0.06
779,2024-12-01,60,42,27,2,110.3,0.06
780,2022-03-30,34,16,987,2,110.3,0.06
781,2023-02-06,4,12,584,4,110.3,0.06
782,2022-10-23,17,1,248,2,110.3,0.06
783,2023-09-08,4,8,101,3,110.3,0.06
784,2024-03-10,43,48,702,2,110.3,0.06
785,2023-02-26,90,50,96,3,110.3,0.06
786,2024-11-12,4,13,384,3,110.3,0.06
787,2023-07-29,1,15,282,3,110.3,0.06
788,2022-05-23,71,44,322,4,110.3,0.06
789,2024-09-19,94,8,396,2,110.3,0.06
790,2023-10-27,50,10,278,2,110.3,0.06
791,2022-05-25,73,46,529,4,110.3,0.06
792,2024-10-03,61,5,263,4,110.3,0.06
793,2023-05-18,35,50,619,2,110.3,0.06
794,2024-03-31,8,19,580,4,110.3,0.06
795,2022-04-14,24,47,640,4,110.3,0.06
796,2024-11-28,83,38,293,3,110.3,0.06
797,2022-07-17,36,11,294,4,110.3,0.06
798,2023-08-02,50,43,608,3,110.3,0.06
799,2023-01-26,43,20,395,1,110.3,0.06
800,2023-07-08,27,20,513,3,110.3,0.06
801,2024-11-04,32,21,921,3,110.3,0.06
802,2023-04-23,78,18,810,4,110.3,0.06
803,2024-07-11,18,50,180,2,110.3,0.06
804,2023-02-24,28,10,920,1,110.3,0.06
805,2022-06-06,29,34,693,1,110.3,0.06
806,2023-07-04,16,26,235,1,110.3,0.06
807,2024-10-17,99,30,952,2,110.3,0.06
808,2024-09-23,47,9,831,1,110.3,0.06
809,2024-08-08,59,46,337,1,110.3,0.06
810,2022-10-16,31,31,8,2,110.3,0.06
811,2022-07-15,4,42,443,1,110.3,0.06
812,2023-08-21,37,4,941,4,110.3,0.06
813,2023-06-01,17,6,539,4,110.3,0.06
814,2024-05-14,39,14,820,3,110.3,0.06
815,2024-03-16,48,4,658,3,110.3,0.06
816,2024-03-25,46,26,91,3,110.3,0.06
817,2022-08-16,90,47,854,4,110.3,0.06
818,2022-08-04,48,48,272,4,110.3,0.06
819,2024-08-05,39,39,834,4,110.3,0.06
820,2022-01-15,4,17,5,3,110.3,0.06
821,2022-02-16,30,19,594,3,110.3,0.06
822,2022-11-20,30,49,899,3,110.3,0.06
823,2024-04-23,22,6,219,3,110.3,0.06
824,2022-05-10,75,29,118,3,110.3,0.06
825,2022-04-05,66,11,593,3,110.3,0.06
826,2023-09-19,12,16,976,4,110.3,0.06
827,2024-01-25,94,30,582,2,110.3,0.06
828,2024-03-04,36,25,115,2,110.3,0.06
829,2022-03-10,18,40,263,3,110.3,0.06
830,2022-01-11,90,11,306,2,110.3,0.06
831,2024-05-21,53,7,654,2,110.3,0.06
832,2023-07-04,71,26,422,4,110.3,0.06
833,2023-12-13,1,22,1000,3,110.3,0.06
834,2022-01-23,58,25,207,3,110.3,0.06
835,2024-03-25,90,19,623,2,110.3,0.06
836,2022-12-12,87,31,303,3,110.3,0.06
837,2022-10-29,90,26,112,3,110.3,0.06
838,2022-12-29,6,42,417,3,110.3,0.06
839,2023-01-31,70,41,555,3,110.3,0.06
840,2022-08-06,44,36,859,2,110.3,0.06
841,2022-05-21,72,23,285,1,110.3,0.06
842,2024-08-15,24,47,640,2,110.3,0.06
843,2024-09-11,86,13,185,4,110.3,0.06
844,2024-09-19,19,25,741,1,110.3,0.06
845,2024-04-07,18,2,901,1,110.3,0.06
846,2023-11-14,95,2,221,1,110.3,0.06
847,2024-09-30,30,16,864,2,110.3,0.06
848,2022-12-22,42,9,444,4,110.3,0.06
849,2024-10-04,33,28,117,2,110.3,0.06
850,2024-06-06,74,13,70,4,110.3,0.06
851,2022-05-07,12,35,898,2,110.3,0.06
852,2024-10-05,94,41,70,2,110.3,0.06
853,2023-08-27,27,13,622,2,110.3,0.06
854,2024-10-10,39,31,427,1,110.3,0.06
855,2022-02-20,9,21,644,2,110.3,0.06
856,2024-11-18,21,32,568,4,110.3,0.06
857,2024-02-18,76,34,989,4,110.3,0.06
858,2024-03-24,29,8,443,4,110.3,0.06
859,2023-02-24,33,41,601,1,110.3,0.06
860,2024-09-09,62,48,137,2,110.3,0.06
861,2024-04-04,15,2,504,2,110.3,0.06
862,2024-10-21,2,38,131,3,110.3,0.06
863,2023-07-21,52,32,218,1,110.3,0.06
864,2023-01-06,44,40,688,4,110.3,0.06
865,2024-07-24,54,28,171,4,110.3,0.06
866,2023-10-23,18,37,475,2,110.3,0.06
867,2024-08-26,3,41,612,4,110.3,0.06
868,2022-07-21,7,1,992,2,110.3,0.06
869,2022-11-09,43,41,129,2,110.3,0.06
870,2022-04-27,82,10,57,3,110.3,0.06
871,2024-07-25,38,4,181,1,110.3,0.06
872,2023-07-29,37,35,246,2,110.3,0.06
873,2022-09-01,58,10,144,2,110.3,0.06
874,2023-06-21,33,47,51,2,110.3,0.06
875,2022-03-16,59,11,368,3,110.3,0.06
876,2023-01-21,95,14,459,2,110.3,0.06
877,2023-04-20,11,38,218,1,110.3,0.06
878,2023-02-22,68,12,616,1,110.3,0.06
879,2022-12-13,82,45,895,4,110.3,0.06
880,2023-10-02,68,17,567,1,110.3,0.06
881,2024-07-27,98,16,257,4,110.3,0.06
882,2024-08-12,93,35,858,1,110.3,0.06
883,2024-05-25,88,2,156,4,110.3,0.06
884,2024-02-02,22,11,565,2,110.3,0.06
885,2023-10-26,66,41,442,3,110.3,0.06
886,2022-01-25,44,3,841,3,110.3,0.06
887,2023-12-11,6,29,956,3,110.3,0.06
888,2022-06-26,42,18,699,2,110.3,0.06
889,2022-10-12,25,20,876,3,110.3,0.06
890,2022-03-04,57,47,662,1,110.3,0.06
891,2024-09-29,85,14,776,4,110.3,0.06
892,2023-10-24,55,34,762,2,110.3,0.06
893,2023-10-28,16,49,945,3,110.3,0.06
894,2022-06-05,95,31,810,1,110.3,0.06
895,2024-12-08,14,40,923,1,110.3,0.06
896,2024-08-24,39,42,935,2,110.3,0.06
897,2024-04-28,28,18,723,2,110.3,0.06
898,2023-11-20,96,30,25,3,110.3,0.06
899,2022-05-28,92,25,806,4,110.3,0.06
900,2022-12-08,51,19,853,3,110.3,0.06
901,2023-04-21,49,8,664,3,110.3,0.06
902,2024-12-22,9,28,536,2,110.3,0.06
903,2023-07-15,58,8,764,3,110.3,0.06
904,2022-11-23,45,31,60,3,110.3,0.06
905,2024-09-16,22,3,467,4,110.3,0.06
906,2022-08-03,32,3,434,1,110.3,0.06
907,2023-03-11,69,44,879,1,110.3,0.06
908,2024-08-09,87,22,66,4,110.3,0.06
909,2023-12-24,69,17,910,1,110.3,0.06
910,2022-02-01,42,36,565,3,110.3,0.06
911,2023-11-01,53,17,928,4,110.3,0.06
912,2022-10-12,96,14,106,4,110.3,0.06
913,2023-03-05,59,9,96,2,110.3,0.06
914,2022-10-13,74,30,988,1,110.3,0.06
915,2024-11-08,39,21,688,2,110.3,0.06
916,2022-01-18,15,12,551,3,110.3,0.06
917,2024-02-08,71,37,168,4,110.3,0.06
918,2023-08-13,29,32,42,3,110.3,0.06
919,2024-10-06,3,11,879,1,110.3,0.06
920,2022-07-13,83,20,104,2,110.3,0.06
921,2023-05-17,10,35,845,1,110.3,0.06
922,2024-09-14,92,47,204,3,110.3,0.06
923,2022-04-24,29,46,520,2,110.3,0.06
924,2024-08-04,79,11,975,1,110.3,0.06
925,2024-04-10,35,8,282,3,110.3,0.06
926,2024-07-13,6,4,908,1,110.3,0.06
927,2022-02-24,12,27,43,4,110.3,0.06
928,2024-03-10,38,44,947,2,110.3,0.06
929,2024-02-17,77,40,110,2,110.3,0.06
930,2022-06-11,93,38,987,2,110.3,0.06
931,2022-03-28,19,47,210,4,110.3,0.06
932,2022-02-24,67,30,749,2,110.3,0.06
933,2024-10-28,8,44,868,4,110.3,0.06
934,2024-04-12,8,48,831,2,110.3,0.06
935,2022-11-09,84,48,49,1,110.3,0.06
936,2024-01-29,47,27,115,1,110.3,0.06
937,2023-03-19,4,21,155,1,110.3,0.06
938,2022-11-24,51,20,649,1,110.3,0.06
939,2024-12-13,85,4,503,4,110.3,0.06
940,2024-01-31,67,11,679,3,110.3,0.06
941,2023-08-02,45,13,833,3,110.3,0.06
942,2024-12-10,8,9,711,1,110.3,0.06
943,2024-10-03,87,4,986,3,110.3,0.06
944,2022-04-06,16,12,71,3,110.3,0.06
945,2024-03-24,77,9,519,2,110.3,0.06
946,2023-05-06,67,13,712,4,110.3,0.06
947,2023-03-28,9,48,336,1,110.3,0.06
948,2022-06-14,60,26,67,3,110.3,0.06
949,2022-07-01,78,38,493,3,110.3,0.06
950,2023-04-14,77,42,650,1,110.3,0.06
951,2024-06-28,71,13,754,2,110.3,0.06
952,2024-01-05,15,39,967,1,110.3,0.06
953,2024-04-02,71,28,213,2,110.3,0.06
954,2024-08-01,98,19,181,3,110.3,0.06
955,2022-01-07,41,24,766,4,110.3,0.06
956,2022-11-26,22,19,613,2,110.3,0.06
957,2024-02-14,24,49,863,2,110.3,0.06
958,2022-05-31,44,13,599,1,110.3,0.06
959,2022-05-27,1,13,697,3,110.3,0.06
960,2024-07-03,10,28,603,4,110.3,0.06
961,2023-12-01,80,2,248,1,110.3,0.06
962,2022-03-23,72,10,214,1,110.3,0.06
963,2023-05-29,56,22,359,4,110.3,0.06
964,2024-03-25,89,13,249,3,110.3,0.06
965,2023-12-10,50,9,638,4,110.3,0.06
966,2024-01-16,12,33,923,1,110.3,0.06
967,2024-10-19,89,14,950,1,110.3,0.06
968,2023-12-08,81,48,881,2,110.3,0.06
969,2023-04-16,60,20,516,4,110.3,0.06
970,2023-01-31,26,15,88,4,110.3,0.06
971,2022-09-18,78,32,663,4,110.3,0.06
972,2024-03-15,41,33,176,1,110.3,0.06
973,2024-07-22,36,17,723,3,110.3,0.06
974,2024-06-23,23,24,426,1,110.3,0.06
975,2024-12-12,43,30,771,2,110.3,0.06
976,2024-07-28,6,13,603,1,110.3,0.06
977,2024-05-03,69,47,771,1,110.3,0.06
978,2023-08-16,43,48,924,1,110.3,0.06
979,2023-12-15,25,16,703,2,110.3,0.06
980,2023-09-24,18,2,81,4,110.3,0.06
981,2022-02-28,62,17,927,3,110.3,0.06
982,2022-05-08,13,32,138,3,110.3,0.06
983,2024-01-06,43,43,433,2,110.3,0.06
984,2023-12-22,78,8,470,4,110.3,0.06
985,2023-06-10,28,3,350,4,110.3,0.06
986,2023-06-05,18,12,126,2,110.3,0.06
987,2023-07-06,59,20,881,1,110.3,0.06
988,2022-08-25,60,16,917,4,110.3,0.06
989,2023-05-09,63,14,868,3,110.3,0.06
990,2022-01-04,57,16,309,2,110.3,0.06
991,2023-10-28,92,49,855,3,110.3,0.06
992,2023-03-18,51,43,230,1,110.3,0.06
993,2022-01-29,56,49,460,2,110.3,0.06
994,2023-09-02,27,33,345,3,110.3,0.06
995,2024-03-15,32,30,310,3,110.3,0.06
996,2022-03-16,9,12,953,1,110.3,0.06
997,2024-04-17,96,15,20,2,110.3,0.06
998,2022-05-08,84,18,881,4,110.3,0.06
999,2022-02-11,92,28,561,4,110.3,0.06
1000,2022-02-10,97,23,647,3,110.3,0.06
1001,2024-07-22,68,14,541,1,110.3,0.06
1002,2022-02-03,46,30,560,3,110.3,0.06
1003,2024-11-06,98,33,477,1,110.3,0.06
1004,2024-09-24,67,45,269,4,110.3,0.06
1005,2023-08-11,26,15,3,3,110.3,0.06
1006,2022-12-08,8,7,770,3,110.3,0.06
1007,2022-01-27,6,15,16,1,110.3,0.06
1008,2023-10-08,80,42,606,2,110.3,0.06
1009,2024-01-01,24,46,358,1,110.3,0.06
1010,2022-06-17,48,38,646,2,110.3,0.06
1011,2023-09-02,94,46,813,4,110.3,0.06
1012,2022-09-25,45,44,839,3,110.3,0.06
1013,2024-03-31,13,11,133,3,110.3,0.06
1014,2023-03-31,69,29,312,1,110.3,0.06
1015,2024-06-24,25,31,967,1,110.3,0.06
1016,2024-07-10,20,25,482,4,110.3,0.06
1017,2024-09-07,82,24,895,4,110.3,0.06
1018,2023-12-03,82,19,544,2,110.3,0.06
1019,2023-09-26,66,2,305,4,110.3,0.06
1020,2022-05-10,74,22,269,4,110.3,0.06
1021,2024-10-16,45,20,414,4,110.3,0.06
1022,2024-03-29,47,33,25,4,110.3,0.06
1023,2023-11-24,63,8,981,2,110.3,0.06
1024,2024-03-04,76,25,316,4,110.3,0.06
1025,2022-01-29,77,46,571,2,110.3,0.06
1026,2022-05-29,55,9,725,1,110.3,0.06
1027,2022-01-11,75,34,668,3,110.3,0.06
1028,2023-11-07,19,23,826,1,110.3,0.06
1029,2022-07-06,35,5,276,4,110.3,0.06
1030,2024-03-17,53,25,930,3,110.3,0.06
1031,2024-01-14,26,8,389,4,110.3,0.06
1032,2022-04-08,14,16,722,4,110.3,0.06
1033,2022-02-24,45,48,444,1,110.3,0.06
1034,2023-09-15,44,45,999,4,110.3,0.06
1035,2023-10-26,88,15,427,1,110.3,0.06
1036,2024-01-28,65,1,57,4,110.3,0.06
1037,2023-02-10,51,22,697,2,110.3,0.06
1038,2022-03-10,43,3,971,3,110.3,0.06
1039,2024-01-21,86,38,566,1,110.3,0.06
1040,2024-08-15,23,14,721,1,110.3,0.06
1041,2022-12-31,56,36,368,3,110.3,0.06
1042,2023-04-27,19,18,941,1,110.3,0.06
1043,2022-07-20,82,47,342,3,110.3,0.06
1044,2022-06-03,76,41,805,2,110.3,0.06
1045,2022-03-14,55,18,852,4,110.3,0.06
1046,2023-12-14,92,3,304,2,110.3,0.06
1047,2022-10-23,92,10,764,4,110.3,0.06
1048,2024-11-06,60,49,374,3,110.3,0.06
1049,2022-03-02,59,39,950,2,110.3,0.06
1050,2024-07-27,33,47,816,4,110.3,0.06
1051,2022-02-11,19,1,112,3,110.3,0.06
1052,2022-01-25,28,27,878,4,110.3,0.06
1053,2024-11-28,52,27,6,1,110.3,0.06
1054,2022-05-11,49,11,930,1,110.3,0.06
1055,2022-04-18,37,49,703,3,110.3,0.06
1056,2022-06-21,26,5,846,4,110.3,0.06
1057,2022-04-12,99,7,944,1,110.3,0.06
1058,2024-05-15,98,19,279,2,110.3,0.06
1059,2023-06-08,99,29,382,4,110.3,0.06
1060,2022-10-02,40,15,852,4,110.3,0.06
1061,2024-12-03,80,35,13,1,110.3,0.06
1062,2024-03-27,38,47,303,1,110.3,0.06
1063,2024-08-14,77,37,556,3,110.3,0.06
1064,2024-11-06,87,12,617,4,110.3,0.06
1065,2022-11-26,54,30,160,2,110.3,0.06
1066,2022-01-12,22,20,154,1,110.3,0.06
1067,2022-08-04,16,37,754,4,110.3,0.06
1068,2022-12-05,28,3,181,1,110.3,0.06
1069,2023-10-23,35,9,526,3,110.3,0.06
1070,2023-01-09,60,41,180,4,110.3,0.06
1071,2024-09-02,45,39,377,4,110.3,0.06
1072,2023-12-11,46,26,804,3,110.3,0.06
1073,2023-04-11,72,2,776,2,110.3,0.06
1074,2023-05-04,55,23,168,1,110.3,0.06
1075,2022-02-16,86,23,214,3,110.3,0.06
1076,2024-02-17,85,21,150,4,110.3,0.06
1077,2024-11-05,26,16,16,3,110.3,0.06
1078,2023-12-12,85,9,91,4,110.3,0.06
1079,2023-02-05,25,13,120,3,110.3,0.06
1080,2024-09-07,65,28,956,2,110.3,0.06
1081,2022-09-07,6,27,253,4,110.3,0.06
1082,2023-01-26,23,17,60,3,110.3,0.06
1083,2022-12-01,64,38,266,2,110.3,0.06
1084,2023-09-21,87,36,409,2,110.3,0.06
1085,2022-05-17,43,1,31,1,110.3,0.06
1086,2024-06-01,23,18,21,4,110.3,0.06
1087,2023-11-19,96,9,731,1,110.3,0.06
1088,2024-04-06,30,13,593,2,110.3,0.06
1089,2023-12-28,77,40,289,1,110.3,0.06
1090,2023-08-17,18,45,543,1,110.3,0.06
1091,2024-09-16,87,15,498,3,110.3,0.06
1092,2023-01-07,79,43,746,1,110.3,0.06
1093,2024-07-23,97,44,474,2,110.3,0.06
1094,2024-09-21,21,46,405,1,110.3,0.06
1095,2023-02-06,57,4,548,4,110.3,0.06
1096,2023-09-07,23,33,961,3,110.3,0.06
1097,2024-09-21,91,24,132,2,110.3,0.06
1098,2023-09-12,45,36,324,1,110.3,0.06
1099,2022-07-07,44,41,858,4,110.3,0.06
1100,2022-05-11,82,10,132,2,110.3,0.06
1101,2024-03-15,88,36,521,1,110.3,0.06
1102,2024-07-24,47,20,30,3,110.3,0.06
1103,2024-09-12,40,41,627,1,110.3,0.06
1104,2022-07-02,51,45,301,2,110.3,0.06
1105,2024-09-09,42,44,4,2,110.3,0.06
1106,2022-12-30,7,11,325,2,110.3,0.06
1107,2022-02-08,50,12,509,4,110.3,0.06
1108,2023-05-12,48,18,237,1,110.3,0.06
1109,2024-09-08,84,30,535,1,110.3,0.06
